age_in_years,days_tenure,length_of_residence,curr_ann_amt,good_credit,Churn
54,5350,15.0,1123.476981,1,0
31,701,15.0,1150.540623,1,0
71,3885,12.0,1465.140854,1,0
33,2556,3.0,542.29635,1,0
58,5934,10.0,784.771704,1,0
67,2690,3.0,730.258987,1,0
49,1015,10.0,1054.495496,1,0
56,141,7.0,746.443734,1,0
53,1283,12.0,1174.946258,1,0
55,803,3.0,795.895253,1,1
91,2685,15.0,1190.867823,1,0
48,5985,4.0,1020.417843,1,0
66,2636,15.0,604.421383,0,0
55,2008,5.0,929.06237,0,0
47,2674,8.0,781.47593,1,0
45,99,13.0,1448.995189,1,1
47,1577,3.0,988.638529,1,0
62,1614,11.0,1087.33855,1,0
43,4528,1.0,1042.840276,0,0
58,3709,2.0,777.112153,1,0
54,1174,1.0,996.929613,1,0
73,5062,15.0,616.870562,1,0
54,1988,3.0,941.520097,1,0
38,4484,3.0,1270.862992,1,0
50,233,6.801,1072.619189,1,0
59,1505,15.0,989.720271,1,0
49,113,6.0,756.126399,1,0
59,149,3.0,677.768892,1,1
37,2734,4.0,1183.509016,1,0
32,3507,1.0,894.417661,1,0
58,4359,12.0,1032.067103,1,0
48,5425,8.0,1139.044136,1,0
50,117,9.0,1051.685988,1,0
33,1112,6.801,852.178216,1,0
54,4638,6.0,914.83475,1,0
47,5395,15.0,818.906095,0,0
51,1796,0.0,832.276797,0,0
55,6022,5.0,894.377676,1,0
42,6127,13.0,1446.001915,0,0
34,2870,2.0,757.643235,1,0
55,4818,11.0,1064.865878,1,0
59,152,4.0,780.102445,1,0
53,1924,2.0,822.466347,1,0
40,4831,4.0,679.517368,1,0
44,96,6.801,789.888683,0,1
50,6291,7.0,604.24324,1,0
39,2342,13.0,1089.496507,1,0
55,4818,6.0,820.542853,1,0
64,6291,13.0,984.03891,1,0
70,6291,2.0,1191.033544,1,0
83,6291,15.0,708.685414,1,0
54,6291,4.0,857.648545,1,0
54,6291,2.0,782.944777,1,0
79,6291,12.0,786.376491,1,0
68,6291,1.0,984.807459,0,0
61,6291,7.0,1001.221454,1,0
70,6291,3.0,1168.745867,1,1
45,6291,5.0,1288.069538,1,0
45,6291,11.0,870.591675,1,0
72,6291,15.0,1369.241186,1,0
57,6291,11.0,1134.427996,1,0
63,6291,10.0,1000.635986,1,1
58,6291,15.0,818.781189,1,0
69,6291,10.0,757.51198,1,0
74,6291,9.0,1154.648614,1,0
53,6291,4.0,1157.228802,1,0
54,6291,4.0,1100.731578,1,1
61,6291,4.0,1283.774393,1,1
97,6291,9.0,1374.441989,1,0
96,6291,1.0,1135.585066,1,0
55,6291,0.0,1030.163404,1,0
61,6291,15.0,929.989268,0,0
79,6291,15.0,959.142903,1,0
52,6291,7.0,1023.960955,1,0
79,6291,15.0,1110.25464,1,1
61,6291,15.0,1176.802229,1,0
65,6291,15.0,763.008975,0,0
56,4884,15.0,1056.406323,1,0
57,6291,4.0,1243.445344,1,0
62,6291,11.0,933.77264,1,0
53,6291,15.0,1382.30894,1,1
55,6291,0.0,838.061558,1,0
47,6291,7.0,1260.8766,1,0
80,6291,13.0,1482.890296,1,0
55,4015,8.0,840.851997,1,0
51,4900,5.0,601.133081,1,0
91,538,10.0,1217.163079,1,1
68,5473,15.0,970.966869,1,0
53,6291,8.0,963.458829,1,0
71,6291,15.0,809.680067,1,0
57,2143,9.0,649.034091,0,0
48,3862,2.0,810.350489,1,0
83,474,6.0,683.930588,1,0
55,1204,4.0,1024.168294,1,0
46,6072,4.0,1095.639932,1,0
68,182,15.0,1166.927514,1,0
49,1015,8.0,972.705638,1,0
52,3748,0.0,787.86345,1,0
37,3876,6.0,578.080929,1,0
47,3734,11.0,1125.426213,1,1
27,1210,15.0,686.679035,1,0
51,3062,7.0,992.94219,1,0
55,135,10.0,1555.448926,1,1
85,6112,9.0,838.615247,1,0
41,830,3.0,472.833916,1,1
46,104,10.0,1299.637139,1,0
70,191,12.0,943.77419,1,0
54,5964,8.0,981.341351,0,0
58,2198,0.0,911.473872,0,0
47,2690,15.0,843.180187,1,0
58,148,4.0,873.912317,1,0
33,3692,2.0,764.164198,1,0
38,73,13.0,893.975067,1,0
76,1905,7.0,1495.225207,1,0
74,206,13.0,953.88098,1,0
57,5654,13.0,694.896896,1,0
70,191,14.0,533.164115,0,0
54,2627,2.0,814.122394,1,0
66,5290,15.0,1021.323234,0,0
55,4416,14.0,1139.247214,1,0
43,5097,3.0,802.52102,1,0
61,6291,2.0,1724.112202,1,0
69,6291,4.0,719.928495,1,0
55,2409,0.0,976.583862,0,0
39,1914,2.0,765.402738,0,0
79,6291,13.0,1096.85475,1,0
71,1946,4.0,909.575858,0,1
40,4071,3.0,839.864964,1,0
44,96,11.0,827.45593,1,1
60,153,15.0,1195.760256,1,1
61,6291,15.0,809.834026,1,1
74,411,15.0,1019.395082,1,0
40,2871,15.0,905.72182,1,1
93,6291,0.0,897.106981,1,0
77,6291,1.0,1137.118966,0,0
38,1126,5.0,1035.020581,1,0
73,4025,15.0,882.748662,1,0
61,6291,0.0,1060.58621,1,0
40,5373,2.0,1285.337602,1,0
72,6291,5.0,790.781553,1,0
51,6291,9.0,843.536372,1,0
63,6291,8.0,503.612381,1,0
68,6291,15.0,842.228222,0,0
80,6291,15.0,1428.947885,0,0
44,6291,5.0,614.202776,1,0
65,6291,11.0,976.330849,1,0
49,5115,12.0,1226.492084,1,0
60,6291,1.0,1161.351692,1,0
40,4813,4.0,999.567764,1,1
58,292,1.0,832.06298,0,1
51,6291,11.0,1167.469764,1,0
66,6291,10.0,1075.071325,1,0
80,6291,15.0,1322.01301,1,0
73,6291,15.0,626.543346,1,0
78,6291,8.0,958.198338,1,0
81,6291,7.0,907.948697,0,1
101,6291,15.0,931.004551,1,1
66,6291,15.0,715.140028,0,0
62,6291,12.0,1112.428175,1,0
39,6291,2.0,916.780477,1,0
57,6291,9.0,1285.820699,1,0
55,6291,3.0,1298.334595,1,0
58,6291,15.0,742.682275,0,0
53,6291,14.0,1212.997767,1,0
69,6291,15.0,807.298708,1,0
82,6291,0.0,782.89199,1,0
64,6291,15.0,1068.938659,1,0
57,6291,2.0,749.757164,1,0
92,6291,9.0,717.705673,0,0
50,6291,5.0,825.725468,1,1
41,860,6.0,824.315574,1,0
43,1847,15.0,687.475581,1,1
37,4247,11.0,1063.231126,1,0
84,6013,15.0,796.72233,1,0
44,4267,2.0,1149.796981,0,0
49,1719,4.0,952.395981,1,0
53,5841,9.0,1162.706299,1,0
50,1048,3.0,881.828509,1,0
50,4138,12.0,818.562278,1,0
53,130,15.0,982.446439,1,1
52,1856,3.0,1146.027066,1,0
68,6291,15.0,1387.577897,1,0
34,2009,0.0,1176.605014,1,0
39,2270,8.0,1005.544481,1,0
38,3660,0.0,461.125031,1,0
79,2229,9.0,1378.886165,1,0
36,4404,5.0,347.629699,1,0
55,1204,3.0,840.177997,0,0
77,6291,15.0,1315.337774,1,0
53,5107,15.0,1104.128947,1,0
47,106,0.0,860.860054,1,1
71,3855,15.0,948.085591,1,0
36,67,6.801,928.314292,1,1
87,6291,2.0,861.041371,1,0
32,1576,5.0,893.366122,1,0
69,6291,1.0,1046.005376,1,0
91,6291,11.0,779.308904,1,0
35,4807,1.0,822.288868,1,0
61,158,10.0,1122.958355,0,1
60,5437,3.0,762.931975,1,0
65,171,8.0,1181.850268,1,0
44,6291,13.0,1069.787527,1,0
43,906,6.801,937.68783,0,0
32,531,11.0,966.040452,1,0
37,1762,0.0,803.594274,1,0
55,80,4.0,654.194992,1,1
51,1842,8.0,1465.983092,1,0
55,4015,1.0,979.378563,1,0
40,736,1.0,641.867788,1,0
44,2899,2.0,1155.413905,1,0
46,3045,3.0,695.678453,1,0
30,2504,7.0,716.564381,1,0
55,1347,0.0,822.223627,1,1
63,6291,3.0,629.812768,1,0
84,2178,15.0,1013.647993,1,0
74,3056,1.0,1149.217248,1,0
72,4979,7.0,748.329241,1,0
44,190,15.0,685.872305,1,0
63,4097,10.0,1077.963961,1,0
73,6020,4.0,950.87033,1,0
74,6291,14.0,1238.519157,1,0
88,257,6.0,975.731855,0,0
45,4418,10.0,1055.664666,1,0
84,6005,0.0,1070.814621,1,0
82,6291,15.0,1520.532761,1,0
41,1678,13.0,1097.123889,1,0
34,536,4.0,982.137691,1,0
55,1204,2.0,1269.13021,0,0
57,2827,6.0,908.461083,1,0
45,5909,8.0,373.494018,1,0
77,6291,15.0,1020.688145,0,0
31,706,11.0,1439.580503,1,0
41,5105,1.0,917.780937,1,0
44,4308,1.0,898.809546,1,0
39,5423,2.0,1215.413888,0,0
71,2909,15.0,1007.877311,0,0
48,112,1.0,1126.17241,1,1
56,1264,3.0,1059.190173,1,0
74,411,12.0,904.172251,1,0
55,5220,6.0,852.428783,1,0
38,2205,8.0,983.580323,1,0
55,161,2.0,1080.102199,1,1
74,4098,3.0,929.332195,1,0
32,53,1.0,772.81184,1,1
36,3049,7.0,1182.371627,1,0
52,1856,15.0,1288.628705,1,0
54,1993,2.0,1161.34771,1,0
59,149,15.0,1149.097739,0,0
51,122,4.0,765.569261,1,1
44,192,12.0,1023.258874,1,0
56,281,6.0,626.238937,1,0
74,409,14.0,632.937853,1,0
83,4786,13.0,633.969741,1,0
43,3732,4.0,857.865284,1,0
45,4513,7.0,1019.299381,1,0
48,3883,6.0,757.573602,1,0
74,207,5.0,1101.736295,1,0
96,6291,13.0,1033.859366,1,0
39,3798,3.0,875.940196,1,0
33,1999,3.0,468.165975,0,1
40,3678,0.0,587.198671,1,0
54,6291,5.0,1342.106879,1,0
46,1527,7.0,1020.508482,1,0
35,4602,4.0,575.930013,1,0
54,3260,3.0,611.874544,1,0
51,1824,0.0,1140.514823,0,0
28,3250,0.0,714.037606,1,0
73,200,8.0,720.298989,0,0
48,219,15.0,763.611996,1,0
45,3415,8.0,637.968419,1,0
52,3784,6.0,1231.205853,1,0
93,4123,5.0,483.954394,1,0
50,4741,14.0,1149.170266,1,0
54,3967,4.0,850.447509,1,0
42,1340,6.0,889.494203,1,0
55,4015,3.0,1396.551121,0,0
42,5268,2.0,646.882553,1,0
37,137,6.801,834.302444,1,0
72,6291,2.0,1141.428869,1,0
75,210,2.0,1018.678612,1,0
57,1294,15.0,939.983905,1,0
55,274,13.0,1129.357279,1,0
50,1783,11.0,1325.245191,0,1
37,3130,15.0,663.280742,1,0
57,1414,8.0,1170.852964,1,0
56,3466,15.0,854.747395,1,0
55,5621,12.0,621.728558,1,0
62,4005,2.0,810.190406,1,0
30,1749,0.0,697.14984,0,1
56,3519,12.0,980.399142,1,1
31,978,15.0,1077.154533,1,0
63,6291,14.0,1164.275706,1,0
74,1841,5.0,845.112172,1,0
70,4781,6.0,722.916619,0,0
56,6279,4.0,903.943021,0,0
53,4458,7.0,938.806061,1,1
42,90,4.0,717.907925,0,1
43,2762,9.0,628.527722,1,0
86,3754,15.0,771.275419,1,0
73,6291,15.0,417.309487,1,0
91,6291,4.0,1332.685216,1,0
74,3069,13.0,1178.317256,1,1
48,6291,0.0,596.628458,0,0
58,1471,5.0,736.129895,1,0
47,2697,5.0,845.237577,1,0
37,70,0.0,1230.47616,0,0
66,1587,15.0,890.882598,1,0
45,6291,12.0,983.884352,1,0
68,6291,6.801,976.111963,0,0
66,2659,12.0,1430.770694,1,0
54,3967,9.0,921.420126,1,1
56,5508,2.0,921.722405,1,0
45,4893,4.0,893.391235,1,0
55,80,15.0,997.001147,1,1
60,3046,15.0,1093.817251,1,0
41,1244,15.0,833.270648,1,0
59,4487,4.0,1066.357351,1,0
55,4416,5.0,1174.086507,0,0
59,5224,9.0,956.443902,1,0
54,2002,6.0,882.4419,1,0
55,6022,8.0,848.537459,1,0
55,80,3.0,800.400944,0,0
64,1678,15.0,1145.394232,1,0
73,3001,15.0,1182.545178,1,0
32,50,15.0,1632.821596,1,1
59,1517,8.0,1179.287433,1,0
67,5390,0.0,931.22896,0,1
61,1578,8.0,493.559609,1,0
39,778,7.0,1076.523736,1,0
52,1252,15.0,946.178811,0,1
46,2024,7.0,751.276427,1,0
34,574,2.0,1241.467658,1,0
29,39,5.0,1334.159857,1,1
65,6291,15.0,1284.263869,1,0
57,142,7.0,858.27369,1,0
80,6291,15.0,1395.016506,1,0
55,1606,15.0,1162.871273,1,0
54,134,15.0,1096.064842,1,0
68,3648,3.0,1238.668016,1,0
68,1634,15.0,1205.700295,1,0
62,5682,3.0,649.810034,0,0
74,5131,1.0,514.01352,1,0
66,6291,10.0,799.585549,0,0
89,6291,15.0,640.411541,1,0
63,327,15.0,993.663942,1,0
41,5141,4.0,852.488469,1,0
58,146,3.0,780.646442,1,1
45,201,12.0,955.489406,1,0
57,4314,12.0,867.469467,1,0
55,1606,2.0,790.360501,0,0
74,1831,4.0,1372.126179,1,0
45,100,0.0,1283.916762,1,0
27,1653,0.0,943.287825,1,0
45,1514,6.0,776.405393,1,0
45,4878,4.0,752.633784,1,0
40,2020,7.0,1005.85624,1,0
41,5123,7.0,660.872132,1,0
62,4861,12.0,719.259875,1,0
44,1454,4.0,806.281316,1,0
97,6291,15.0,1102.428296,1,0
69,6291,6.801,1086.199349,0,0
51,6291,15.0,1039.296267,1,0
71,6291,8.0,1022.538978,1,0
69,6291,2.0,559.272104,1,0
62,6291,2.0,899.592861,1,0
61,6291,14.0,1036.851833,1,0
63,6291,11.0,832.887704,1,1
55,2810,15.0,591.840391,0,0
77,218,6.801,719.237782,1,0
62,2417,12.0,859.843732,1,0
36,1671,6.0,880.467218,1,0
62,4028,4.0,949.982336,1,0
49,5170,1.0,889.436493,1,0
53,5083,0.0,884.459135,1,0
55,5220,15.0,514.734912,1,0
43,6291,10.0,1365.734978,1,0
40,2461,0.0,671.060975,1,0
55,1204,15.0,1007.829371,1,0
81,231,13.0,794.490891,1,0
40,738,7.0,1110.611822,1,0
38,729,15.0,883.591716,0,1
43,3744,5.0,454.791059,1,0
80,5686,2.0,806.257121,1,0
55,6022,15.0,754.174874,1,0
42,6291,2.0,943.389367,1,0
69,6291,8.0,519.973211,1,0
56,2088,9.0,1095.169422,1,0
77,216,15.0,1016.11187,0,0
47,2133,6.0,1058.059695,1,0
76,3197,15.0,1097.129965,1,0
82,6291,15.0,929.472596,0,0
57,3595,11.0,1103.170871,0,0
58,5097,1.0,800.487411,0,0
84,6291,15.0,824.08009,1,0
90,6291,15.0,733.24842,1,0
85,3690,13.0,1324.212114,1,0
41,5432,9.0,1033.356043,1,0
89,6291,15.0,614.313784,0,0
68,6291,3.0,1162.534406,1,0
84,6291,13.0,961.091727,1,0
55,161,2.0,1128.058883,1,0
54,1956,13.0,843.314747,0,1
79,3339,15.0,488.858926,1,0
46,6072,11.0,949.625046,1,0
55,6291,0.0,974.616473,1,0
36,1337,6.0,796.772964,1,0
36,1002,4.0,849.058297,1,0
85,2454,12.0,967.92598,0,0
59,3754,15.0,863.227715,1,0
44,95,4.0,1126.835078,1,1
51,3684,15.0,742.756942,0,0
86,3713,1.0,1004.612014,1,0
37,143,15.0,720.882797,1,0
37,6042,4.0,745.095023,0,0
46,6291,9.0,1104.643009,1,0
96,4278,15.0,565.880459,1,0
74,2040,11.0,1006.978524,0,0
95,5643,13.0,1102.891312,1,0
51,5403,3.0,980.005251,1,0
69,3722,2.0,1222.56474,1,0
67,1812,5.0,1009.191302,1,1
55,3212,3.0,597.411062,1,1
47,3744,12.0,799.029844,1,0
79,223,4.0,1013.24683,1,0
34,3481,1.0,763.810795,1,0
53,255,7.0,1458.759431,1,0
55,2409,4.0,577.962963,1,0
42,3031,15.0,821.193206,1,0
55,6291,2.0,895.646861,1,0
51,1089,15.0,1478.213804,1,1
36,4990,4.0,958.137752,1,0
53,1286,4.0,836.488234,1,1
55,4416,5.0,879.872055,1,0
34,879,15.0,82.838684,1,0
88,5157,8.0,801.749387,1,0
50,1161,9.0,1159.02151,1,0
31,3484,4.0,939.290844,1,0
63,5788,8.0,594.446409,1,1
43,5452,6.0,1257.613993,1,0
46,1536,9.0,1285.791239,0,0
37,5263,7.0,625.852903,1,0
52,123,15.0,1003.560666,1,0
54,5910,15.0,939.592066,1,0
72,6291,1.0,1020.129796,1,0
50,4632,7.0,1056.313638,0,0
55,6022,2.0,899.326019,0,0
55,3614,15.0,490.444535,1,0
30,862,3.0,902.828196,1,0
72,2978,8.0,920.213569,0,0
42,178,1.0,1134.944655,1,0
43,6024,2.0,551.281392,1,0
71,6291,15.0,1088.25291,1,0
54,1204,0.0,339.844147,1,0
43,936,1.0,855.437822,0,0
37,2096,3.0,1138.994324,1,1
78,4384,15.0,867.214332,1,0
55,6291,2.0,957.98817,1,0
44,188,3.0,767.88579,0,0
58,5097,10.0,780.47055,1,0
48,2194,9.0,690.834955,1,0
82,6291,15.0,1271.470049,0,0
55,5362,2.0,923.543759,0,0
45,3975,15.0,1085.312159,1,0
58,4350,1.0,1060.526463,1,0
63,4952,10.0,978.416607,1,0
55,274,2.0,993.392179,1,1
34,119,1.0,978.863122,1,0
58,1324,13.0,1077.586878,1,0
48,3819,6.0,847.335305,1,0
38,1838,5.0,967.326188,1,0
56,1245,8.0,937.870956,1,0
59,4496,15.0,1040.634594,1,0
55,1359,5.0,1046.913751,1,1
36,67,6.0,1462.785502,1,0
66,1576,4.0,1458.360499,1,0
55,4067,6.0,1225.722076,1,0
41,5891,14.0,1018.066366,0,0
52,250,12.0,1240.826468,1,0
70,2869,5.0,638.779187,1,0
54,1322,15.0,992.06314,1,0
93,4109,15.0,999.023562,1,1
61,4706,13.0,1212.913613,1,1
49,1034,10.0,500.73568,1,0
30,2405,1.0,592.080446,1,0
57,5715,15.0,833.590453,1,0
55,2008,8.0,960.453602,1,0
52,4341,11.0,914.514417,1,0
74,2046,15.0,561.202713,1,0
72,197,11.0,983.004771,1,0
49,1143,5.0,783.220687,1,0
49,2262,2.0,916.593819,1,0
60,3089,3.0,556.938696,1,0
43,6291,10.0,1092.116068,1,0
58,5813,5.0,703.510917,0,0
45,4908,1.0,1088.972295,1,0
65,2558,5.0,721.398239,1,0
67,2709,15.0,931.890383,1,0
49,3410,11.0,1440.099587,1,0
46,101,7.0,510.17642,1,0
36,4922,0.0,1091.463027,1,0
68,6291,3.0,965.624866,1,0
54,266,2.0,791.907432,1,0
57,6291,3.0,731.050288,1,0
34,1804,6.0,883.135921,1,0
42,88,11.0,1272.711615,1,0
61,313,9.0,939.345027,1,0
57,2894,1.0,712.166542,1,0
60,308,4.0,249.943171,1,0
41,1258,5.0,307.692398,1,0
68,182,11.0,881.168098,1,0
31,697,6.801,838.668557,0,0
63,2463,14.0,1414.510762,1,0
54,1196,12.0,1430.900807,1,0
32,528,3.0,920.460802,1,1
38,4898,2.0,889.574877,0,0
55,80,3.0,992.621269,1,1
55,2008,12.0,944.599619,1,0
94,5583,15.0,1356.348775,1,0
54,1961,12.0,1053.993054,1,0
76,6291,14.0,751.302409,1,0
33,820,2.0,960.440233,1,0
51,3070,6.0,732.154574,1,0
59,2244,13.0,867.480315,0,0
57,289,8.0,793.642338,1,0
51,2438,15.0,864.405895,0,0
55,6022,6.801,944.221384,0,0
61,1409,15.0,1046.899619,1,0
59,150,15.0,1067.061663,1,0
60,155,10.0,526.867607,1,0
45,3467,8.0,880.81414,1,0
72,198,15.0,941.833158,1,0
46,2073,5.0,1061.550097,1,0
42,801,7.0,750.083112,1,0
71,4811,15.0,934.770131,1,0
37,2456,15.0,941.901397,1,0
53,127,2.0,1069.730111,1,0
75,417,4.0,948.972641,1,0
48,6291,10.0,1236.332125,1,0
40,3282,6.801,803.743896,0,0
62,163,14.0,928.191396,1,1
35,1245,3.0,664.054543,1,0
69,2782,12.0,1260.366422,1,0
52,6291,15.0,903.737336,1,0
36,998,2.0,883.706398,0,0
35,4761,3.0,1058.063874,1,0
37,4302,13.0,1021.601583,1,0
36,989,3.0,870.650764,0,0
52,6291,5.0,957.423841,1,0
52,6291,12.0,912.348781,1,0
39,79,7.0,857.8407,1,1
39,155,7.0,1024.800462,1,1
56,2772,2.0,939.476782,1,0
66,176,14.0,993.31229,1,0
65,171,0.0,1012.214311,1,1
38,2989,8.0,532.496674,1,0
47,105,11.0,728.143232,1,0
56,6291,5.0,685.667574,1,0
59,5224,4.0,960.112709,1,0
53,6291,12.0,1123.725321,1,0
46,4568,15.0,1008.654515,0,0
40,3610,14.0,826.025549,1,0
39,3950,12.0,1177.849661,1,0
93,553,15.0,1050.124392,1,0
30,1594,15.0,1021.768977,1,0
60,6202,14.0,747.575384,0,0
32,103,4.0,1189.0128,1,1
41,168,0.0,1064.444803,1,0
55,161,5.0,1144.870408,1,0
46,911,6.0,1388.891555,1,0
51,6291,1.0,677.889044,1,0
41,3318,2.0,602.241229,0,0
41,1276,6.0,887.777482,1,0
62,3234,8.0,1046.007025,1,0
70,2855,15.0,669.956601,1,0
56,6291,4.0,790.069273,1,0
85,2225,14.0,1120.510559,1,0
61,3952,10.0,937.78113,0,0
38,4858,7.0,728.309281,1,0
55,2810,2.0,1206.630578,1,0
55,161,5.0,1323.256081,1,0
35,2190,15.0,798.329801,0,0
38,2261,6.801,1179.052114,0,1
35,2211,3.0,845.514901,0,0
28,76,2.0,855.027965,0,1
46,1012,3.0,1002.785456,1,0
61,6291,5.0,405.729946,1,0
39,2701,6.801,767.687251,0,0
47,107,14.0,1129.656041,1,1
61,2371,6.0,883.848762,1,0
69,373,15.0,1097.784067,1,0
53,1901,9.0,1102.236617,1,0
71,3916,0.0,663.881684,1,0
46,5617,13.0,1276.318471,1,0
59,2262,1.0,1173.423499,1,0
57,4277,12.0,1347.572153,1,0
54,6291,2.0,995.041742,1,0
65,5153,13.0,1002.303814,1,0
44,193,3.0,806.097333,0,0
33,508,5.0,1039.836175,1,0
42,1738,2.0,1047.974243,0,0
64,6291,6.801,1071.945911,0,0
40,3233,2.0,989.651824,1,0
48,4896,5.0,1170.695889,1,0
63,165,2.0,875.629403,0,1
32,756,7.0,714.149279,1,0
87,252,0.0,618.938906,1,1
55,2008,3.0,1022.659004,1,0
28,941,4.0,757.670776,1,1
92,5419,15.0,1196.084074,1,0
58,1305,2.0,824.782032,1,0
45,6291,11.0,527.186293,1,0
76,214,15.0,806.049943,1,0
68,366,15.0,1200.361913,1,0
57,5667,13.0,931.176582,1,0
75,6291,1.0,373.679972,1,0
50,2910,8.0,534.307444,1,0
55,3614,4.0,751.45742,0,0
86,3726,15.0,928.681022,1,0
39,1135,5.0,1205.533652,1,0
53,1915,9.0,915.511274,1,0
55,803,7.0,592.985718,1,0
59,5203,15.0,1564.344066,1,0
36,1633,0.0,1103.868861,1,0
59,3785,15.0,1311.525431,1,0
36,4284,4.0,919.71698,1,0
50,5806,6.801,911.595965,1,0
55,2409,3.0,834.324289,0,0
55,2711,3.0,687.368266,1,0
56,6291,15.0,857.732569,1,0
47,5867,9.0,1033.546663,1,0
43,6291,2.0,830.580628,1,0
35,920,0.0,1186.214402,1,0
38,1126,2.0,650.364203,0,0
50,5912,15.0,977.991649,1,0
73,6291,11.0,890.930311,0,0
83,6291,15.0,1113.156157,1,0
51,6291,6.0,1457.422817,1,0
52,6291,7.0,1251.859554,1,0
87,6291,1.0,472.198088,0,0
92,6291,15.0,943.717828,1,0
75,6291,15.0,734.015238,1,0
55,6291,14.0,1101.947669,1,0
69,6291,13.0,1080.475179,1,0
56,6291,10.0,981.896223,1,0
84,6291,1.0,750.284042,0,1
69,6291,15.0,862.768676,1,0
67,6291,15.0,1044.966628,1,0
55,6291,4.0,855.462672,1,0
53,6291,11.0,743.207634,1,0
58,6291,1.0,936.969276,1,0
70,6291,15.0,1194.082857,1,0
64,6291,15.0,1452.076893,1,1
56,3450,1.0,617.005169,1,0
59,6291,15.0,1019.237277,1,0
70,6291,15.0,1038.129101,1,0
66,6291,2.0,757.742138,1,0
81,6291,0.0,1309.086582,1,0
70,6291,12.0,1004.865163,1,0
65,6291,15.0,1060.533885,0,0
49,6291,3.0,388.445063,1,0
70,6291,15.0,1310.889172,1,0
66,6291,6.0,1456.453401,1,0
57,6291,8.0,784.535628,0,0
55,6291,4.0,645.736322,1,0
82,6291,15.0,537.968317,1,0
82,6291,5.0,1346.79608,1,1
69,6291,15.0,1529.459461,0,0
55,6291,15.0,1020.430315,1,0
63,6291,7.0,1250.134272,1,0
76,6291,13.0,801.988517,1,0
55,6291,1.0,707.667262,1,0
55,4416,6.0,1267.260639,0,0
59,6291,15.0,1064.853225,0,0
54,6291,12.0,631.850806,1,0
64,6291,15.0,769.665923,1,0
47,6291,5.0,927.68735,1,0
50,6291,15.0,1334.654889,1,0
51,6291,3.0,840.617405,1,0
57,6291,0.0,842.501057,1,0
57,6291,1.0,652.916126,1,0
41,2525,2.0,710.161341,1,0
69,4674,15.0,719.641896,1,0
49,112,3.0,854.320276,1,0
79,222,15.0,1337.796534,1,0
90,2384,4.0,739.316709,1,0
55,5621,3.0,411.626243,1,0
40,6017,14.0,679.328291,0,0
60,155,6.801,908.035116,1,1
40,1604,6.0,829.25739,0,0
42,3031,15.0,1074.500486,0,0
62,2440,15.0,1386.456376,1,0
63,5778,5.0,656.498483,0,0
55,4818,15.0,975.184759,1,0
62,160,15.0,1312.236814,1,0
67,356,12.0,744.957002,1,0
37,618,1.0,748.647657,0,0
44,873,6.0,1052.126632,1,0
43,2744,15.0,1044.855011,1,0
41,3787,2.0,1180.871001,1,0
51,1837,0.0,776.738109,1,0
50,2365,10.0,573.569901,0,0
53,129,12.0,763.284771,1,1
55,4015,3.0,712.649333,1,0
35,3682,1.0,746.071154,1,0
55,134,5.0,844.92073,1,1
65,6022,3.0,1001.671748,1,0
45,196,8.0,1066.796363,1,0
47,971,4.0,839.425313,0,0
47,3173,14.0,886.320323,1,0
55,803,2.0,1300.738784,0,1
94,4164,11.0,1240.929182,1,0
34,122,1.0,1013.123273,1,0
43,5434,2.0,681.983774,0,0
66,1751,10.0,1251.567454,1,0
76,2141,0.0,1049.761038,0,1
43,94,6.801,922.913677,1,1
44,191,15.0,1436.078434,1,0
71,1762,4.0,1158.276686,1,0
80,5640,15.0,1124.249714,1,0
31,738,15.0,935.59752,1,0
47,6291,7.0,1023.879977,1,0
70,189,6.0,922.639224,1,0
44,1436,5.0,996.494804,1,0
53,5204,13.0,961.199453,1,0
59,2234,15.0,1044.511371,1,1
56,5532,15.0,815.79575,0,0
54,3985,7.0,771.872473,1,0
55,5220,6.0,847.119616,1,1
60,1547,2.0,541.635348,1,0
72,1776,8.0,1527.309766,1,0
55,723,15.0,1003.034233,1,0
47,106,15.0,946.185298,1,0
45,5466,10.0,590.143362,1,0
32,3335,15.0,979.628393,0,0
45,3436,9.0,1222.407991,1,0
67,178,2.0,996.498317,1,0
52,2523,15.0,1160.712147,0,0
36,593,4.0,848.167165,1,0
55,4416,7.0,987.679773,1,0
33,1118,13.0,1013.11498,1,0
53,6291,11.0,876.368025,1,0
43,921,10.0,1264.793816,1,0
27,1684,4.0,769.282038,1,0
38,1094,0.0,1232.88404,1,0
53,1942,0.0,671.806001,1,0
42,5287,8.0,927.797859,1,0
42,4421,6.801,926.922499,1,1
58,148,15.0,1174.717388,1,1
53,1933,7.0,1123.955433,1,0
48,111,4.0,982.84964,1,0
55,80,6.0,1226.596565,1,0
55,2008,2.0,1043.72517,1,0
31,3316,6.801,1056.744018,1,0
61,318,3.0,1153.763463,1,1
51,3055,7.0,887.679683,1,0
50,5211,10.0,1269.67761,1,0
92,6291,15.0,1322.609443,1,0
37,3585,15.0,889.235681,0,0
54,3994,3.0,1142.752584,1,0
39,1144,2.0,499.103051,1,0
63,4142,6.0,1082.300506,1,0
31,2338,8.0,709.894362,1,0
75,1877,10.0,833.961083,1,0
79,225,5.0,1032.953428,1,0
72,5956,4.0,824.998846,1,0
62,6291,0.0,995.468704,1,0
60,6291,3.0,978.622724,1,0
